date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:07:46	3034/3034	---M--	200	added ('OK')	image/png	etag:%22a719c027f9edaea23e767d669b3e098f%22	http://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/My%20Web%20Sites/PARC%20Website/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:47	365/365	---M--	200	added ('OK')	image/png	etag:W/%22cffbc7e08339e372b09983cf56e1d18e%22	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:47	1314/1314	---M--	200	added ('OK')	image/png	etag:%22a97813aa1c8a5764999edfb5a5295281%22	http://static1.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	C:/My%20Web%20Sites/PARC%20Website/static1.squarespace.com/universal/images-v6/damask/image-inside-64-dark.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:47	2831/2831	---M--	200	added ('OK')	image/png	etag:%225605efa1576bc2746410ce0ae77f5949%22	http://static1.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	C:/My%20Web%20Sites/PARC%20Website/static1.squarespace.com/universal/images-v6/damask/image-inside-128-dark.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:47	176/176	---M--	200	added ('OK')	image/png	etag:W/%22334a6b7b552819c6af258deda6d25dea%22	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:48	3058/3058	---M--	200	added ('OK')	image/png	etag:W/%22634baafc22ca46ebc3733c83b7dc4b2d%22	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/My%20Web%20Sites/PARC%20Website/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from http://static1.squarespace.com/static/sitecss/5e01f7481c79407e08d2cca0/71/52a74dafe4b073a80cd253c5/5e01f7481c79407e08d2ccb5/1038-05142015/1601113341155/site.css?&filterFeatures=false)
17:07:52	211244/211244	---M--	200	added ('OK')	image/jpeg	etag:CIyJ25v+vesCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1580108270204-ZMGI94HQCTA7CBXN7UTF/ke17ZwdGBToddI8pDm48kHf6wJ6kGdfbS4VS6WjVMSkUqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8N_N4V1vUb5AoIIIbLZhVYy7Mythp_T-mtop-vrsUOmeInPi9iDjx9w8K4ZfjXt2diI9_bGF74-a7RO5xj06gQfdmkzny4_Gvt5fJF6PVdVrZDqXZYzu2fuaodM4POSZ4w/Alumni.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1580108270204-ZMGI94HQCTA7CBXN7UTF/ke17ZwdGBToddI8pDm48kHf6wJ6kGdfbS4VS6WjVMSkUqsx/Alumni.jpg	(from https://atmanirbhar.org/our-story)
17:07:54	77567/77567	---M--	400	error ('Bad%20Request')	text/html	date:Mon,%2028%20Sep%202020%2011:37:53%20UTC	https://atmanirbhar.org/%22//www.youtube.com/embed/e_Yb-nMfZww?wmode=opaque&amp;enablejsapi=1\%22	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/_/www.youtube.com/embed/e_Yb-nMfZww.479ae1.delayed	(from https://atmanirbhar.org/our-story)
17:07:57	40312/40312	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%22591ec9153ffe17f801e58a5c8503cc9d%22	https://atmanirbhar.org/%22//www.youtube.com/embed/e_Yb-nMfZww?wmode=opaque&enablejsapi=1%22	C:/My%20Web%20Sites/PARC%20Website/atmanirbhar.org/_/www.youtube.com/embed/e_Yb-nMfZww.488344.delayed	(from https://atmanirbhar.org/our-story)
17:07:58	2687/2687	---M--	200	added ('OK')	image/jpeg	etag:CPvosoH6vesCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577273313926-DGYAPARJY5MW8L4VU9OK/ke17ZwdGBToddI8pDm48kH1F1OmJxAPSlg90v_L8b7OoCXeSvxnTEQmG4uwOsdIceAoHiyRoc52GMN5_2H8WpzIAdUDWeatAK7cOjFZOoS6q8eLE3vIGu4TWIvDQ8bQkP-bjyfYn5NDdCNIESp7gpA/NonProfit.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577273313926-DGYAPARJY5MW8L4VU9OK/ke17ZwdGBToddI8pDm48kH1F1OmJxAPSlg90v_L8b7OoCXe/NonProfit.jpg	(from https://atmanirbhar.org/guiding-principles)
17:07:58	2846/2846	---M--	200	added ('OK')	image/jpeg	etag:CNPB+OvfvusCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577273324485-FCLORJ1T9RZYL7DHN0KY/ke17ZwdGBToddI8pDm48kH1F1OmJxAPSlg90v_L8b7OoCXeSvxnTEQmG4uwOsdIceAoHiyRoc52GMN5_2H8WpzIAdUDWeatAK7cOjFZOoS6q8eLE3vIGu4TWIvDQ8bQkP-bjyfYn5NDdCNIESp7gpA/Community.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577273324485-FCLORJ1T9RZYL7DHN0KY/ke17ZwdGBToddI8pDm48kH1F1OmJxAPSlg90v_L8b7OoCXe/Community.jpg	(from https://atmanirbhar.org/guiding-principles)
17:07:58	2295/2295	---M--	200	added ('OK')	image/jpeg	etag:CJbduOvfvusCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577273332382-H5EURGGZGVX4P7SR61FJ/ke17ZwdGBToddI8pDm48kH1F1OmJxAPSlg90v_L8b7OoCXeSvxnTEQmG4uwOsdIceAoHiyRoc52GMN5_2H8WpzIAdUDWeatAK7cOjFZOoS6q8eLE3vIGu4TWIvDQ8bQkP-bjyfYn5NDdCNIESp7gpA/Expert.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577273332382-H5EURGGZGVX4P7SR61FJ/ke17ZwdGBToddI8pDm48kH1F1OmJxAPSlg90v_L8b7OoCXe/Expert.jpg	(from https://atmanirbhar.org/guiding-principles)
17:07:59	9858/9858	---M--	200	added ('OK')	image/gif	etag:CIzgppn+vesCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577194707950-TFAZH9Z2E64YUGRKYS9Y/ke17ZwdGBToddI8pDm48kAgqyjXlqk8T6UClfP-tbqhZw-zPPgdn4jUwVcJE1ZvWEtT5uBSRWt4vQZAgTJucoTqqXjS3CfNDSuuf31e0tVGHMSurfKqv0GWqhsOFKgkPLY_YK3leRrZPxSmiJ-GUEzqWIIaSPh2v08GbKqpiV54/BITS.gif	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577194707950-TFAZH9Z2E64YUGRKYS9Y/ke17ZwdGBToddI8pDm48kAgqyjXlqk8T6UClfP-tbqhZw-z/BITS.gif	(from https://atmanirbhar.org/partners)
17:07:59	4919/4919	---M--	200	added ('OK')	image/png	etag:CKO6j5n+vesCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577194881950-OM8SW8UNQ3KKEEPHJBEH/ke17ZwdGBToddI8pDm48kHycbHBaTsC66glgGIIJbavlfiSMXz2YNBs8ylwAJx2qrCLSIWAQvdC7iWmC9HNtRd3BpXQf8aMhWjJT_LVGA6GmtbVm6Kku4OJIllQFz9FoNBbl92DG_DmSsmAAjvcQkA/Agastya.png	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577194881950-OM8SW8UNQ3KKEEPHJBEH/ke17ZwdGBToddI8pDm48kHycbHBaTsC66glgGIIJbavlfiS/Agastya.png	(from https://atmanirbhar.org/partners)
17:08:00	25475/25475	---M--	200	added ('OK')	image/jpeg	etag:CKams4D6vesCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577195052914-DAX3L2V62B7DYJJWUOCS/ke17ZwdGBToddI8pDm48kGEuvo3WT2_yI4UZPi1H42tZw-zPPgdn4jUwVcJE1ZvWEtT5uBSRWt4vQZAgTJucoTqqXjS3CfNDSuuf31e0tVEZlYPF73Y-NP-kFBXSg5Y6_EwcmR4kOW1gq8jJJ71L8ikp_9GIMZklXCZP35jhmBg/Nirmaan.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577195052914-DAX3L2V62B7DYJJWUOCS/ke17ZwdGBToddI8pDm48kGEuvo3WT2_yI4UZPi1H42tZw-z/Nirmaan.jpg	(from https://atmanirbhar.org/partners)
17:08:00	24950/24950	---M--	200	added ('OK')	image/jpeg	etag:CM3MsJr+vesCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577194849214-F4OBPCKJBNFZAEINZ8LI/ke17ZwdGBToddI8pDm48kH2mCJhECId8pRLuOEfUBO_lfiSMXz2YNBs8ylwAJx2qLijIv1YpVq4N1RMuCCrb3iJz4vYg48fcPCuGX417dnarK_x6_Sw2n1a0IuqYTwWpQsTEMMhYDzrSphzp-2p0k1tO8nJtk629tZGIWiyY3XQ/Pratham.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577194849214-F4OBPCKJBNFZAEINZ8LI/ke17ZwdGBToddI8pDm48kH2mCJhECId8pRLuOEfUBO_lfiS/Pratham.jpg	(from https://atmanirbhar.org/partners)
17:08:01	22142/22142	---M--	200	added ('OK')	image/jpeg	etag:CPWFsOjfvusCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577195127201-T6WU2GK87QTQ4W3HOQXD/ke17ZwdGBToddI8pDm48kLH-q8uf88VJjRtJnAg5ygcUqsxRUqqbr1mOJYKfIPR7LoDQ9mXPOjoJoqy81S2I8N_N4V1vUb5AoIIIbLZhVYwL8IeDg6_3B-BRuF4nNrNcQkVuAT7tdErd0wQFEGFSnASjFbdfiI6AEdqvQvsA3dNHSXPYrGmW60W79dxvsWDBQEeiHYriUsimbeLm5642gw/HelpAge.JPG	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577195127201-T6WU2GK87QTQ4W3HOQXD/ke17ZwdGBToddI8pDm48kLH-q8uf88VJjRtJnAg5ygcUqsx/HelpAge.jpg	(from https://atmanirbhar.org/partners)
17:08:01	60509/60509	---M--	200	added ('OK')	image/jpeg	etag:CPPAq+vfvusCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577195470802-XSRR5S04PI3SRTHY4KX9/ke17ZwdGBToddI8pDm48kFdhgHdpbiCBMdFmKl9kd1NZw-zPPgdn4jUwVcJE1ZvWQUxwkmyExglNqGp0IvTJZUJFbgE-7XRK3dMEBRBhUpyav7o0RFSRn7f5Xr3wvP4ppIl4dlH0Yu21NtQNTLu7wzuN8xgxNlF4cwixtaPA2Qk/logo+iird.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577195470802-XSRR5S04PI3SRTHY4KX9/ke17ZwdGBToddI8pDm48kFdhgHdpbiCBMdFmKl9kd1NZw-z/logo+iird.jpg	(from https://atmanirbhar.org/partners)
17:08:02	92609/92609	---M--	200	added ('OK')	image/png	etag:CM3si+rfvusCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577194800377-4Q9ZLN2P99PA3TB7476Q/ke17ZwdGBToddI8pDm48kGvlStSlFOPG1uwo-xuauFFZw-zPPgdn4jUwVcJE1ZvWEtT5uBSRWt4vQZAgTJucoTqqXjS3CfNDSuuf31e0tVGI1JS9LDP5paiTUlcaAA9fWXlBYzgCgZZad-zPcEgnq1tO8nJtk629tZGIWiyY3XQ/CEERI.png	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577194800377-4Q9ZLN2P99PA3TB7476Q/ke17ZwdGBToddI8pDm48kGvlStSlFOPG1uwo-xuauFFZw-z/CEERI.png	(from https://atmanirbhar.org/partners)
17:08:03	751674/751674	---M--	200	added ('OK')	image/jpeg	etag:CI6H3u3fvusCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1584168422263-KMN8USCAN79CUD152Z9Q/ke17ZwdGBToddI8pDm48kNN8YGo404g_UuBjI03H_6d7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QPOohDIaIeljMHgDF5CVlOqpeNLcJ80NK65_fV7S1UYcOPTmM6cj2pzQPOYoVV2TQ30wicsO5JfUQ8o0MbZYZWIB-7cQgYKo_bDpR6cEVkg/Timeline.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1584168422263-KMN8USCAN79CUD152Z9Q/ke17ZwdGBToddI8pDm48kNN8YGo404g_UuBjI03H_6d7gQa/Timeline.jpg	(from https://atmanirbhar.org/timeline)
17:08:03	364303/364303	---M--	200	added ('OK')	image/jpeg	etag:CJiU/u3fvusCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1581577471814-FT9BFOEMEXQZT74584S0/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmD3GJgI7_jN764QbmlaUTk01H8p3Xia4nELzh2vuYWFuVKXVI-n5V8SWBDr_6cFop/PARC+Health.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1581577471814-FT9BFOEMEXQZT74584S0/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa/PARC+Health.jpg	(from https://atmanirbhar.org/focus-areas)
17:08:03	348875/348875	---M--	200	added ('OK')	image/jpeg	etag:CN/ahZn+vesCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1581566427660-VM4WFY3DDLGF67BVB6O6/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmD3GJgI7_jN764QbmlaUTk01H8p3Xia4nELzh2vuYWFuVKXVI-n5V8SWBDr_6cFop/PARC+Education.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1581566427660-VM4WFY3DDLGF67BVB6O6/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa/PARC+Education.jpg	(from https://atmanirbhar.org/focus-areas)
17:08:05	349664/349664	---M--	200	added ('OK')	image/jpeg	etag:CLSa2Jv+vesCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1581566451521-QP0LMTC78ETP9MMO6QOA/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmD3GJgI7_jN764QbmlaUTk01H8p3Xia4nELzh2vuYWFuVKXVI-n5V8SWBDr_6cFop/PARC+Livelihood.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1581566451521-QP0LMTC78ETP9MMO6QOA/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa/PARC+Livelihood.jpg	(from https://atmanirbhar.org/focus-areas)
17:08:06	365632/365632	---M--	200	added ('OK')	image/jpeg	etag:CJL5ierfvusCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1581566472580-8WGJU8Z3N4JHZ2R146XV/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmD3GJgI7_jN764QbmlaUTk01H8p3Xia4nELzh2vuYWFuVKXVI-n5V8SWBDr_6cFop/PARC+Community.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1581566472580-8WGJU8Z3N4JHZ2R146XV/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa/PARC+Community.jpg	(from https://atmanirbhar.org/focus-areas)
17:08:07	418778/418778	---M--	200	added ('OK')	image/jpeg	etag:COyxje7fvusCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763105301-4A5OEZ9A618F12MW73CV/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmD3GJgI7_jN764QbmlaUTk01H8p3Xia4nELzh2vuYWFuVKXVI-n5V8SWBDr_6cFop/PhysioTherapy.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763105301-4A5OEZ9A618F12MW73CV/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa/PhysioTherapy.jpg	(from https://atmanirbhar.org/parc-health)
17:08:07	425378/425378	---M--	200	added ('OK')	image/jpeg	etag:CLzx8f/5vesCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763127094-JSRRV51Z2O81ULUHU9A7/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmD3GJgI7_jN764QbmlaUTk01H8p3Xia4nELzh2vuYWFuVKXVI-n5V8SWBDr_6cFop/Arogya.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763127094-JSRRV51Z2O81ULUHU9A7/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa/Arogya.jpg	(from https://atmanirbhar.org/parc-health)
17:08:08	326213/326213	---M--	200	added ('OK')	image/jpeg	etag:CPX+koH6vesCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763155241-77DST3YT7X9I6HFTYA35/ke17ZwdGBToddI8pDm48kGaYRfUBxeg8hKJ22D1U-Bp7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmi7D7yXkH8nfwsxTs5kW9h4aqK_OJRL0t_aUfbeIgLonbSEGFKcSEiH35FrPE0KUp/Health+Camp.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763155241-77DST3YT7X9I6HFTYA35/ke17ZwdGBToddI8pDm48kGaYRfUBxeg8hKJ22D1U-Bp7gQa/Health+Camp.jpg	(from https://atmanirbhar.org/parc-health)
17:08:08	310435/310435	---M--	200	added ('OK')	image/jpeg	etag:CIbEnZn+vesCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763194453-WYVKN4RZ5O16ZK4IDAM8/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmD3GJgI7_jN764QbmlaUTk01H8p3Xia4nELzh2vuYWFuVKXVI-n5V8SWBDr_6cFop/GyanBodh.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763194453-WYVKN4RZ5O16ZK4IDAM8/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa/GyanBodh.jpg	(from https://atmanirbhar.org/parc-education)
17:08:09	220923/220923	---M--	200	added ('OK')	image/jpeg	etag:CIPC6+zfvusCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763213796-AJGUVIN8HRGHM8OVDYQF/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmD3GJgI7_jN764QbmlaUTk01H8p3Xia4nELzh2vuYWFuVKXVI-n5V8SWBDr_6cFop/Digital+India.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763213796-AJGUVIN8HRGHM8OVDYQF/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa/Digital+India.jpg	(from https://atmanirbhar.org/parc-education)
17:08:09	473743/473743	---M--	200	added ('OK')	image/jpeg	etag:CLPa+YD6vesCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763234388-9KHXGXD7S7TF6TVB6YKW/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmD3GJgI7_jN764QbmlaUTk01H8p3Xia4nELzh2vuYWFuVKXVI-n5V8SWBDr_6cFop/Agastya.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763234388-9KHXGXD7S7TF6TVB6YKW/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa/Agastya.jpg	(from https://atmanirbhar.org/parc-education)
17:08:10	209998/209998	---M--	200	added ('OK')	image/jpeg	etag:CKGS2+zfvusCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763274062-MIV9GKCV4URYRL078H64/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmD3GJgI7_jN764QbmlaUTk01H8p3Xia4nELzh2vuYWFuVKXVI-n5V8SWBDr_6cFop/PARC+Livelihood.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763274062-MIV9GKCV4URYRL078H64/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa/PARC+Livelihood.jpg	(from https://atmanirbhar.org/parc-livelihood)
17:08:11	227808/227808	---M--	200	added ('OK')	image/jpeg	etag:CNSaxuvfvusCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763300140-HXXR60K5O6CB6LYR6Q54/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmD3GJgI7_jN764QbmlaUTk01H8p3Xia4nELzh2vuYWFuVKXVI-n5V8SWBDr_6cFop/MWI.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763300140-HXXR60K5O6CB6LYR6Q54/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa/MWI.jpg	(from https://atmanirbhar.org/parc-livelihood)
17:08:11	230780/230780	---M--	200	added ('OK')	image/jpeg	etag:CKyrr5n+vesCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763329989-8ZIH8IOFJQUEZB904XB3/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmD3GJgI7_jN764QbmlaUTk01H8p3Xia4nELzh2vuYWFuVKXVI-n5V8SWBDr_6cFop/Women+Cell.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763329989-8ZIH8IOFJQUEZB904XB3/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa/Women+Cell.jpg	(from https://atmanirbhar.org/parc-community)
17:08:12	493786/493786	---M--	200	added ('OK')	image/jpeg	etag:CKGO2v/5vesCEAE=	https://images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763354294-Q93QTPHYR0Z7Q3GD0JSE/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa3H78H3Y0txjaiv_0fDoOvxcdMmMKkDsyUqMSsMWxHk725yiiHCCLfrh8O1z5QHyNOqBUUEtDDsRWrJLTmD3GJgI7_jN764QbmlaUTk01H8p3Xia4nELzh2vuYWFuVKXVI-n5V8SWBDr_6cFop/Research.jpg	C:/My%20Web%20Sites/PARC%20Website/images.squarespace-cdn.com/content/v1/5e01f7481c79407e08d2cca0/1577763354294-Q93QTPHYR0Z7Q3GD0JSE/ke17ZwdGBToddI8pDm48kH6VIY2O2GwYpwtt--6WuJh7gQa/Research.jpg	(from https://atmanirbhar.org/parc-community)
